,min,max,range
hip_right,52.48530687985718,156.54830680082495,104.06299992096777
knee_right,88.72550998145354,146.59609668793976,57.87058670648622
ankle_right,26.883541249450904,62.27243987219057,35.38889862273966
hip_left,5.110311494840623,24.82072656360269,19.710415068762067
knee_left,76.71761432283154,177.99338142021602,101.27576709738449
ankle_left,14.098507814474074,137.8401233877617,123.74161557328763
