,min,max,range
hip_right,31.026712537645547,75.07373708444874,44.047024546803186
knee_right,77.81535221980191,143.95952211393384,66.14416989413193
ankle_right,19.34227471251593,54.5724359169986,35.23016120448267
hip_left,25.55055231481164,33.871233444391805,8.320681129580166
knee_left,114.29957498759411,138.63176426743058,24.33218927983647
ankle_left,104.23295635943676,148.55654567549544,44.32358931605869
