duration_seconds,cadence_rpm,cycle_consistency,rom_hip_right_min,rom_hip_right_max,rom_hip_right_range,rom_knee_right_min,rom_knee_right_max,rom_knee_right_range,rom_ankle_right_min,rom_ankle_right_max,rom_ankle_right_range,rom_hip_left_min,rom_hip_left_max,rom_hip_left_range,rom_knee_left_min,rom_knee_left_max,rom_knee_left_range,rom_ankle_left_min,rom_ankle_left_max,rom_ankle_left_range,peak_velocity_hip_right,peak_velocity_knee_right,peak_velocity_ankle_right,peak_velocity_hip_left,peak_velocity_knee_left,peak_velocity_ankle_left,smoothness_pelvis,smoothness_hip_r,smoothness_knee_r,smoothness_ankle_r,smoothness_foot_r,smoothness_hip_l,smoothness_knee_l,smoothness_ankle_l,smoothness_foot_l,smoothness_spine
17.5,88.23529411764706,0.3347967874530592,75.13349000446189,126.25959034455165,51.126100340089764,62.843124282943805,172.05132875242484,109.20820446948103,11.9423488914828,68.80355520181743,56.86120631033463,11.77864315904385,35.24427318350707,23.465630024463216,97.53677446414291,165.96283481838032,68.4260603542374,87.56751525096429,164.78838624042834,77.22087098946405,172.71154831967192,293.79666555660015,187.39807580287638,74.59953442232721,154.8630458850391,359.50995647888203,0.017720241,0.017294506,0.01752181,0.01570421,0.018206203,0.021264013,0.017082084,0.01643407,0.017360909,0.017501783
