,min,max,range
hip_right,75.13349000446189,126.25959034455165,51.126100340089764
knee_right,62.843124282943805,172.05132875242484,109.20820446948103
ankle_right,11.9423488914828,68.80355520181743,56.86120631033463
hip_left,11.77864315904385,35.24427318350707,23.465630024463216
knee_left,97.53677446414291,165.96283481838032,68.4260603542374
ankle_left,87.56751525096429,164.78838624042834,77.22087098946405
