,min,max,range
hip_right,29.00094202126109,73.26629051795369,44.2653484966926
knee_right,81.39122030618331,142.29188647859343,60.90066617241011
ankle_right,13.482009367509306,45.123801927188744,31.641792559679438
hip_left,27.844141700051125,35.97238192524939,8.128240225198262
knee_left,120.86703450307456,137.25414715391256,16.38711265083799
ankle_left,133.31697861464713,153.33031853095682,20.01333991630969
