duration_seconds,cadence_rpm,cycle_consistency,rom_hip_right_min,rom_hip_right_max,rom_hip_right_range,rom_knee_right_min,rom_knee_right_max,rom_knee_right_range,rom_ankle_right_min,rom_ankle_right_max,rom_ankle_right_range,rom_hip_left_min,rom_hip_left_max,rom_hip_left_range,rom_knee_left_min,rom_knee_left_max,rom_knee_left_range,rom_ankle_left_min,rom_ankle_left_max,rom_ankle_left_range,peak_velocity_hip_right,peak_velocity_knee_right,peak_velocity_ankle_right,peak_velocity_hip_left,peak_velocity_knee_left,peak_velocity_ankle_left,smoothness_pelvis,smoothness_hip_r,smoothness_knee_r,smoothness_ankle_r,smoothness_foot_r,smoothness_hip_l,smoothness_knee_l,smoothness_ankle_l,smoothness_foot_l,smoothness_spine
8.8,73.17073170731707,0.3847654408135487,32.95146457520964,160.18942223395504,127.2379576587454,95.09251261535532,163.24092009573317,68.14840748037786,13.119434310006133,47.84919250594999,34.72975819594386,2.67040607979245,29.366574885406223,26.696168805613773,89.19536361160839,163.68753222485518,74.49216861324679,85.70845993860085,164.16242134432133,78.45396140572048,390.2200924369092,195.62159383792786,89.09287633384012,103.56100855595379,237.8958129211215,146.89015093014163,0.0033243946,0.0030517722,0.0034524605,0.0034351808,0.0031364234,0.0032097667,0.0034971796,0.0044850484,0.0048178243,0.005256693
