,min,max,range
hip_right,32.95146457520964,160.18942223395504,127.2379576587454
knee_right,95.09251261535532,163.24092009573317,68.14840748037786
ankle_right,13.119434310006133,47.84919250594999,34.72975819594386
hip_left,2.67040607979245,29.366574885406223,26.696168805613773
knee_left,89.19536361160839,163.68753222485518,74.49216861324679
ankle_left,85.70845993860085,164.16242134432133,78.45396140572048
