duration_seconds,cadence_rpm,cycle_consistency,rom_hip_right_min,rom_hip_right_max,rom_hip_right_range,rom_knee_right_min,rom_knee_right_max,rom_knee_right_range,rom_ankle_right_min,rom_ankle_right_max,rom_ankle_right_range,rom_hip_left_min,rom_hip_left_max,rom_hip_left_range,rom_knee_left_min,rom_knee_left_max,rom_knee_left_range,rom_ankle_left_min,rom_ankle_left_max,rom_ankle_left_range,peak_velocity_hip_right,peak_velocity_knee_right,peak_velocity_ankle_right,peak_velocity_hip_left,peak_velocity_knee_left,peak_velocity_ankle_left,smoothness_pelvis,smoothness_hip_r,smoothness_knee_r,smoothness_ankle_r,smoothness_foot_r,smoothness_hip_l,smoothness_knee_l,smoothness_ankle_l,smoothness_foot_l,smoothness_spine
7.766666666666667,103.84615384615388,0.03142696805273544,55.895600138844465,132.62224274748726,76.7266426086428,75.29939931589428,143.41092367105543,68.11152435516115,24.55279199560202,62.879674431327274,38.32688243572525,12.963263071500375,27.941679863385193,14.978416791884818,134.06499422513562,153.27061007128495,19.20561584614933,135.138797217594,153.03603816532635,17.897240947732342,310.72682907811316,597.9850894514386,407.29337763894665,57.439667204900566,65.9928095298953,52.181139467537996,0.002333036,0.0021309766,0.008925746,0.012169378,0.002417981,0.0045399973,0.0018585214,0.0021262697,0.0023162838,0.005974598
