,min,max,range
hip_right,121.6238909456839,147.05814847079174,25.43425752510784
knee_right,121.7058595777395,153.14383916254687,31.437979584807366
ankle_right,22.16494038277301,40.130035373714534,17.965094990941523
hip_left,15.19945702186002,32.04928684901534,16.849829827155318
knee_left,112.40746387401691,152.54270077863262,40.13523690461571
ankle_left,160.42955034874026,178.6118836302862,18.182333281545937
