hip_right,knee_right,ankle_right,hip_left,knee_left,ankle_left,frame,time
111.58394985599107,162.12608150668896,10.710680908256512,9.520749895722716,159.89459623323444,92.44669422069623,0,0.0
97.06104700048482,140.1053352622718,25.51128299419699,9.761822240335961,156.2825272566788,92.74835375805831,1,0.03333333333333333
86.25378898140431,124.79036456554914,35.2503222040919,9.574645012408707,153.70817288485435,93.6560416410575,2,0.06666666666666667
78.58503849411899,115.07692503317801,40.81284859130434,9.079412781553119,151.95180433224405,95.12916544489649,3,0.1
73.47765823399824,109.86077228181558,43.08391220919737,8.396320117381352,150.7936928133308,97.12713274477798,4,0.13333333333333333
70.35451089641177,108.0376619281194,42.948563111134185,7.645561589505591,150.01410954259813,99.60935111590506,5,0.16666666666666666
68.53928558420768,107.67179280172172,42.100830887303324,7.011993574929426,149.29221128806134,102.54438662584595,6,0.2
67.52410307130634,109.27353742906297,39.73718710768207,6.581919773475294,148.40821728117302,105.94226600629219,7,0.23333333333333334
66.65902292922958,110.62384833489295,38.012331200090706,6.435878611389037,147.26926327863262,109.73564165733386,8,0.26666666666666666
65.43567284893065,111.5122275719279,36.90870430864109,6.581898881561013,145.86833720885278,113.81998530745814,9,0.3
63.43461319894521,111.69008821429661,36.464513231824434,6.9668185960996585,144.30192800668613,118.02154035946182,10,0.3333333333333333
60.571178462955686,111.21192202979346,36.497974315723454,7.501403123904517,142.7376176527334,122.09792699569343,11,0.36666666666666664
56.99829386997907,110.3453235759605,36.83061140011529,8.102743891291428,141.24780077812042,125.87073794278267,12,0.4
53.3433387062768,109.62326280998494,37.12895312009169,8.69909442554823,139.94144146259057,129.11535838378373,13,0.43333333333333335
50.29405297766213,109.34685269157957,37.24687453583415,9.234569019371005,138.98196091018397,131.69912538328407,14,0.4666666666666667
48.520844377282195,109.82758612288215,37.05249838840167,9.674108175131016,138.39225153711888,133.5768477966739,15,0.5
48.63257243194238,111.38348689223812,36.383988751676085,10.026079755840906,138.15370982065662,134.77265480237168,16,0.5333333333333333
51.23834561078989,114.36234544874104,35.06890221353466,10.320803702294436,138.266001134486,135.34592649375404,17,0.5666666666666667
56.41775915506017,118.69583135218085,33.15801505775729,10.63004987000866,138.69596748974533,135.35107820239696,18,0.6
63.67635287660556,124.00039946727298,30.888503041300837,11.00184090265308,139.25670771387672,134.94580384012184,19,0.6333333333333333
72.11280138953879,129.45853352935757,28.66568753435904,11.461127772475766,139.79075594104017,134.25478265224396,20,0.6666666666666666
80.73271888786283,134.41289689213005,26.75878025046048,11.992927858045919,140.13092951563453,133.4044069943732,21,0.7
88.4944577428291,138.11607816113775,25.532999136509112,12.552755842675731,140.17054602705278,132.5299319820808,22,0.7333333333333333
94.75497653489928,139.94067610449486,25.209477466858978,13.078425325158072,139.96322116096022,131.62432548327362,23,0.7666666666666667
99.14733973861046,139.5306787379698,25.939437461621907,13.525492839324206,139.5572012521174,130.83584349305517,24,0.8
101.66504932394702,136.89704847002403,27.68829840991332,13.865406876677438,139.0565328531336,130.2998632684458,25,0.8333333333333334
102.8055794811474,132.5277002507994,30.29009682092919,14.081548344005276,138.5928291374157,130.10172593621422,26,0.8666666666666667
103.31308835258602,127.14095267271423,33.51213048388083,14.170117322659475,138.33976091149287,130.27051051568912,27,0.9
103.64804749388826,121.51840185063183,37.0695289176106,14.164369563122772,138.40125237311557,130.8526751467124,28,0.9333333333333333
104.1416635579999,116.5587021798802,40.54725908399473,14.08745108562198,138.81966039128557,131.8601661450939,29,0.9666666666666667
105.01378752523955,113.15013497803905,43.42590816204377,13.95601479323598,139.5982284723744,133.18607477930635,30,1.0
106.28793642626529,111.97496720960956,45.24532173174535,13.777211544952792,140.70074189014963,134.66014995441608,31,1.0333333333333334
107.75982979016457,113.18994636802438,45.73422130949305,13.542848700410044,142.11119392590686,135.9877154654838,32,1.0666666666666667
109.11244077171233,116.53532649753843,44.839847315719496,13.253486048647336,143.7496465225046,136.87203147194643,33,1.1
110.06153264968299,121.44762107653528,42.708910904286476,12.92335197030807,145.57709010553293,137.21284118510107,34,1.1333333333333333
110.3043007839535,127.19968579699145,39.65941979112615,12.567178237132575,147.5329121765283,136.93509882146702,35,1.1666666666666667
109.81482492015665,132.8573504361243,36.23375812165954,12.189347689524157,149.583768724562,136.1137106657588,36,1.2
108.49936375473519,137.60659164037497,32.978736041587105,11.820090938559257,151.52764753861902,134.88952757650918,37,1.2333333333333334
106.29460618879443,140.95499402381918,30.315179882627643,11.521173159281446,153.03437282322213,133.3370019161344,38,1.2666666666666666
103.21481915453963,142.75385837510515,28.426254494762734,11.341063446098307,153.80318203728282,131.56935427294505,39,1.3
99.51102858323347,143.24193706379114,27.283878704329,11.304831564843271,153.58853850109085,129.68090174748386,40,1.3333333333333333
95.40245109504782,142.74169914761384,26.77751324171239,11.42411236662968,152.2442193731566,127.7792231419707,41,1.3666666666666667
91.09149838605433,141.6627117237015,26.67883050914141,11.685400940599452,149.67039436393728,125.98540107353622,42,1.4
86.81099153176359,140.45186019221705,26.690007781093293,12.03222543987642,145.90644576777433,124.4166942854309,43,1.4333333333333333
82.83741267633354,139.45701976144827,26.530278621575853,12.409909077179773,141.25005619787157,123.24394531961401,44,1.4666666666666666
79.42775194572704,138.78873441825144,26.07155062713275,12.79007001801252,136.16886699116353,122.64251529364633,45,1.5
76.92177606684923,138.26423808633623,25.390527329522765,13.147693827435722,131.2597384864082,122.83318348420008,46,1.5333333333333334
75.43584408348835,137.7698170766412,24.61597538661297,13.493963812892568,126.94464306953664,123.94328295656608,47,1.5666666666666667
