duration_seconds,cadence_rpm,cycle_consistency,rom_hip_right_min,rom_hip_right_max,rom_hip_right_range,rom_knee_right_min,rom_knee_right_max,rom_knee_right_range,rom_ankle_right_min,rom_ankle_right_max,rom_ankle_right_range,rom_hip_left_min,rom_hip_left_max,rom_hip_left_range,rom_knee_left_min,rom_knee_left_max,rom_knee_left_range,rom_ankle_left_min,rom_ankle_left_max,rom_ankle_left_range,peak_velocity_hip_right,peak_velocity_knee_right,peak_velocity_ankle_right,peak_velocity_hip_left,peak_velocity_knee_left,peak_velocity_ankle_left,smoothness_pelvis,smoothness_hip_r,smoothness_knee_r,smoothness_ankle_r,smoothness_foot_r,smoothness_hip_l,smoothness_knee_l,smoothness_ankle_l,smoothness_foot_l,smoothness_spine
3.8333333333333335,97.82608695652173,0.1586050300449376,45.91242486558051,111.58394985599107,65.67152499041055,107.67179280172172,172.91245595225135,65.24066315052963,6.531393586894589,45.73422130949305,39.202827722598464,4.381650729057128,17.1054122987049,12.72376156964777,95.23370994443411,159.89459623323444,64.66088628880033,67.7139834068318,153.12260351647907,85.40862010964727,437.9292435109486,666.4792634996713,449.4313250162095,34.269371408684755,143.72109464587365,123.53062695379755,0.0033618682,0.003185631,0.0066683763,0.0072780303,0.0027612997,0.0059739314,0.0022085684,0.002160911,0.0021656966,0.0026081621
