,min,max,range
hip_right,66.4936270369238,148.1908117974559,81.6971847605321
knee_right,65.60810894732728,166.05144562976946,100.44333668244218
ankle_right,10.22123219416694,73.76011294918482,63.53888075501787
hip_left,14.354836675114884,35.28821643749316,20.93337976237828
knee_left,117.79292373835068,177.2587011021617,59.465777363811014
ankle_left,107.89539177100968,169.93630120693157,62.04090943592189
