joint,Video1,Video2,difference
hip_right,50.271948096357704,51.126100340089764,0.8541522437320594
knee_right,108.06132598912555,109.20820446948103,1.1468784803554826
ankle_right,56.651020383501546,56.86120631033463,0.21018592683308412
hip_left,23.193646562127313,23.465630024463216,0.2719834623359034
knee_left,68.06634462796742,68.4260603542374,0.3597157262699824
ankle_left,70.00981478035334,77.22087098946405,7.211056209110708
