joint,Video1,Video2,difference
hip_right,154.3012248741651,172.71154831967192,18.410323445506833
knee_right,287.4646146898264,293.79666555660015,6.332050866773727
ankle_right,201.18425149323818,187.39807580287638,-13.786175690361802
hip_left,67.98913496721002,74.59953442232721,6.610399455117189
knee_left,124.39967509755782,154.8630458850391,30.46337078748128
ankle_left,270.1201888665256,359.50995647888203,89.38976761235642
